Confirmed,Date,Deaths,NewCases,Recovered,State
1.0,2020-01-22,0.0,,0.0,Washington
1.0,2020-01-23,0.0,0.0,0.0,Washington
1.0,2020-01-24,0.0,0.0,0.0,Washington
1.0,2020-01-25,0.0,0.0,0.0,Washington
1.0,2020-01-26,0.0,0.0,0.0,Washington
1.0,2020-01-27,0.0,0.0,0.0,Washington
1.0,2020-01-28,0.0,0.0,0.0,Washington
1.0,2020-01-29,0.0,0.0,0.0,Washington
1.0,2020-01-30,0.0,0.0,0.0,Washington
1.0,2020-01-31,0.0,0.0,0.0,Washington
1.0,2020-02-01,0.0,0.0,0.0,Washington
1.0,2020-02-02,0.0,0.0,0.0,Washington
1.0,2020-02-03,0.0,0.0,0.0,Washington
1.0,2020-02-04,0.0,0.0,0.0,Washington
1.0,2020-02-05,0.0,0.0,0.0,Washington
1.0,2020-02-06,0.0,0.0,0.0,Washington
1.0,2020-02-07,0.0,0.0,0.0,Washington
1.0,2020-02-08,0.0,0.0,0.0,Washington
1.0,2020-02-09,0.0,0.0,1.0,Washington
1.0,2020-02-10,0.0,0.0,1.0,Washington
1.0,2020-02-11,0.0,0.0,1.0,Washington
1.0,2020-02-12,0.0,0.0,1.0,Washington
1.0,2020-02-13,0.0,0.0,1.0,Washington
1.0,2020-02-14,0.0,0.0,1.0,Washington
1.0,2020-02-15,0.0,0.0,1.0,Washington
1.0,2020-02-16,0.0,0.0,1.0,Washington
1.0,2020-02-17,0.0,0.0,1.0,Washington
1.0,2020-02-18,0.0,0.0,1.0,Washington
1.0,2020-02-19,0.0,0.0,1.0,Washington
1.0,2020-02-20,0.0,0.0,1.0,Washington
1.0,2020-02-21,0.0,0.0,1.0,Washington
1.0,2020-02-22,0.0,0.0,1.0,Washington
1.0,2020-02-23,0.0,0.0,1.0,Washington
1.0,2020-02-24,0.0,0.0,1.0,Washington
1.0,2020-02-25,0.0,0.0,1.0,Washington
1.0,2020-02-26,0.0,0.0,1.0,Washington
1.0,2020-02-27,0.0,0.0,1.0,Washington
1.0,2020-02-28,0.0,0.0,1.0,Washington
7.0,2020-02-29,1.0,6.0,1.0,Washington
11.0,2020-03-01,1.0,4.0,1.0,Washington
18.0,2020-03-02,6.0,7.0,1.0,Washington
27.0,2020-03-03,7.0,9.0,1.0,Washington
39.0,2020-03-04,10.0,12.0,1.0,Washington
70.0,2020-03-05,11.0,31.0,1.0,Washington
83.0,2020-03-06,13.0,13.0,1.0,Washington
107.0,2020-03-07,16.0,24.0,1.0,Washington
128.0,2020-03-08,18.0,21.0,1.0,Washington
128.0,2020-03-09,19.0,0.0,1.0,Washington
267.0,2020-03-10,23.0,139.0,1.0,Washington
366.0,2020-03-11,29.0,99.0,1.0,Washington
442.0,2020-03-12,31.0,76.0,1.0,Washington
568.0,2020-03-13,37.0,126.0,1.0,Washington
572.0,2020-03-14,37.0,4.0,1.0,Washington
643.0,2020-03-15,40.0,71.0,1.0,Washington
904.0,2020-03-16,48.0,261.0,1.0,Washington
1076.0,2020-03-17,55.0,172.0,1.0,Washington
1014.0,2020-03-18,55.0,0.0,0.0,Washington
1376.0,2020-03-19,74.0,362.0,0.0,Washington
1524.0,2020-03-20,83.0,148.0,0.0,Washington
1793.0,2020-03-21,94.0,269.0,0.0,Washington
1997.0,2020-03-22,97.0,204.0,0.0,Washington
2221.0,2020-03-23,109.0,224.0,0.0,Washington
2328.0,2020-03-24,116.0,107.0,0.0,Washington
2591.0,2020-03-25,133.0,263.0,0.0,Washington
3207.0,2020-03-26,150.0,616.0,0.0,Washington
1.0,2020-01-24,0.0,,0.0,Chicago
1.0,2020-01-25,0.0,,0.0,Illinois
1.0,2020-01-26,0.0,0.0,0.0,Illinois
1.0,2020-01-27,0.0,0.0,0.0,Illinois
1.0,2020-01-28,0.0,0.0,0.0,Illinois
1.0,2020-01-29,0.0,0.0,0.0,Illinois
1.0,2020-01-30,0.0,0.0,0.0,Illinois
2.0,2020-01-31,0.0,1.0,0.0,Illinois
2.0,2020-02-01,0.0,0.0,0.0,Illinois
2.0,2020-02-02,0.0,0.0,0.0,Illinois
2.0,2020-02-03,0.0,0.0,0.0,Illinois
2.0,2020-02-04,0.0,0.0,0.0,Illinois
2.0,2020-02-05,0.0,0.0,0.0,Illinois
2.0,2020-02-06,0.0,0.0,0.0,Illinois
2.0,2020-02-07,0.0,0.0,0.0,Illinois
2.0,2020-02-08,0.0,0.0,0.0,Illinois
2.0,2020-02-09,0.0,0.0,2.0,Illinois
2.0,2020-02-10,0.0,0.0,2.0,Illinois
2.0,2020-02-11,0.0,0.0,2.0,Illinois
2.0,2020-02-12,0.0,0.0,2.0,Illinois
2.0,2020-02-13,0.0,0.0,2.0,Illinois
2.0,2020-02-14,0.0,0.0,2.0,Illinois
2.0,2020-02-15,0.0,0.0,2.0,Illinois
2.0,2020-02-16,0.0,0.0,2.0,Illinois
2.0,2020-02-17,0.0,0.0,2.0,Illinois
2.0,2020-02-18,0.0,0.0,2.0,Illinois
2.0,2020-02-19,0.0,0.0,2.0,Illinois
2.0,2020-02-20,0.0,0.0,2.0,Illinois
2.0,2020-02-21,0.0,0.0,2.0,Illinois
2.0,2020-02-22,0.0,0.0,2.0,Illinois
2.0,2020-02-23,0.0,0.0,2.0,Illinois
2.0,2020-02-24,0.0,0.0,2.0,Illinois
2.0,2020-02-25,0.0,0.0,2.0,Illinois
2.0,2020-02-26,0.0,0.0,2.0,Illinois
2.0,2020-02-27,0.0,0.0,2.0,Illinois
2.0,2020-02-28,0.0,0.0,2.0,Illinois
2.0,2020-02-29,0.0,0.0,2.0,Illinois
3.0,2020-03-01,0.0,1.0,2.0,Illinois
4.0,2020-03-02,0.0,1.0,2.0,Illinois
4.0,2020-03-03,0.0,0.0,2.0,Illinois
4.0,2020-03-04,0.0,0.0,2.0,Illinois
5.0,2020-03-05,0.0,1.0,2.0,Illinois
5.0,2020-03-06,0.0,0.0,2.0,Illinois
6.0,2020-03-07,0.0,1.0,2.0,Illinois
7.0,2020-03-08,0.0,1.0,2.0,Illinois
7.0,2020-03-09,0.0,0.0,2.0,Illinois
12.0,2020-03-10,0.0,5.0,2.0,Illinois
25.0,2020-03-11,0.0,13.0,2.0,Illinois
32.0,2020-03-12,0.0,7.0,2.0,Illinois
46.0,2020-03-13,0.0,14.0,2.0,Illinois
64.0,2020-03-14,0.0,18.0,2.0,Illinois
93.0,2020-03-15,0.0,29.0,2.0,Illinois
105.0,2020-03-16,0.0,12.0,2.0,Illinois
161.0,2020-03-17,1.0,56.0,2.0,Illinois
162.0,2020-03-18,1.0,1.0,0.0,Illinois
422.0,2020-03-19,4.0,260.0,0.0,Illinois
585.0,2020-03-20,5.0,163.0,0.0,Illinois
753.0,2020-03-21,6.0,168.0,0.0,Illinois
1049.0,2020-03-22,9.0,296.0,0.0,Illinois
1285.0,2020-03-23,12.0,236.0,0.0,Illinois
1537.0,2020-03-24,16.0,252.0,0.0,Illinois
1865.0,2020-03-25,19.0,328.0,0.0,Illinois
2538.0,2020-03-26,26.0,673.0,0.0,Illinois
1.0,2020-01-26,0.0,,0.0,Arizona
1.0,2020-01-27,0.0,0.0,0.0,Arizona
1.0,2020-01-28,0.0,0.0,0.0,Arizona
1.0,2020-01-29,0.0,0.0,0.0,Arizona
1.0,2020-01-30,0.0,0.0,0.0,Arizona
1.0,2020-01-31,0.0,0.0,0.0,Arizona
1.0,2020-02-01,0.0,0.0,0.0,Arizona
1.0,2020-02-02,0.0,0.0,0.0,Arizona
1.0,2020-02-03,0.0,0.0,0.0,Arizona
1.0,2020-02-04,0.0,0.0,0.0,Arizona
1.0,2020-02-05,0.0,0.0,0.0,Arizona
1.0,2020-02-06,0.0,0.0,0.0,Arizona
1.0,2020-02-07,0.0,0.0,0.0,Arizona
1.0,2020-02-08,0.0,0.0,0.0,Arizona
1.0,2020-02-09,0.0,0.0,0.0,Arizona
1.0,2020-02-10,0.0,0.0,0.0,Arizona
1.0,2020-02-11,0.0,0.0,0.0,Arizona
1.0,2020-02-12,0.0,0.0,0.0,Arizona
1.0,2020-02-13,0.0,0.0,0.0,Arizona
1.0,2020-02-14,0.0,0.0,0.0,Arizona
1.0,2020-02-15,0.0,0.0,0.0,Arizona
1.0,2020-02-16,0.0,0.0,0.0,Arizona
1.0,2020-02-17,0.0,0.0,0.0,Arizona
1.0,2020-02-18,0.0,0.0,0.0,Arizona
1.0,2020-02-19,0.0,0.0,0.0,Arizona
1.0,2020-02-20,0.0,0.0,0.0,Arizona
1.0,2020-02-21,0.0,0.0,0.0,Arizona
1.0,2020-02-22,0.0,0.0,0.0,Arizona
1.0,2020-02-23,0.0,0.0,0.0,Arizona
1.0,2020-02-24,0.0,0.0,0.0,Arizona
1.0,2020-02-25,0.0,0.0,1.0,Arizona
1.0,2020-02-26,0.0,0.0,1.0,Arizona
1.0,2020-02-27,0.0,0.0,1.0,Arizona
1.0,2020-02-28,0.0,0.0,1.0,Arizona
1.0,2020-02-29,0.0,0.0,1.0,Arizona
1.0,2020-03-01,0.0,0.0,1.0,Arizona
1.0,2020-03-02,0.0,0.0,1.0,Arizona
2.0,2020-03-03,0.0,1.0,1.0,Arizona
2.0,2020-03-04,0.0,0.0,1.0,Arizona
2.0,2020-03-05,0.0,0.0,1.0,Arizona
3.0,2020-03-06,0.0,1.0,1.0,Arizona
5.0,2020-03-07,0.0,2.0,1.0,Arizona
5.0,2020-03-08,0.0,0.0,1.0,Arizona
5.0,2020-03-09,0.0,0.0,1.0,Arizona
6.0,2020-03-10,0.0,1.0,1.0,Arizona
9.0,2020-03-11,0.0,3.0,1.0,Arizona
9.0,2020-03-12,0.0,0.0,1.0,Arizona
9.0,2020-03-13,0.0,0.0,1.0,Arizona
12.0,2020-03-14,0.0,3.0,1.0,Arizona
13.0,2020-03-15,0.0,1.0,1.0,Arizona
18.0,2020-03-16,0.0,5.0,1.0,Arizona
20.0,2020-03-17,0.0,2.0,1.0,Arizona
27.0,2020-03-18,0.0,7.0,0.0,Arizona
45.0,2020-03-19,0.0,18.0,0.0,Arizona
78.0,2020-03-20,0.0,33.0,0.0,Arizona
118.0,2020-03-21,1.0,40.0,0.0,Arizona
152.0,2020-03-22,2.0,34.0,0.0,Arizona
235.0,2020-03-23,2.0,83.0,0.0,Arizona
326.0,2020-03-24,5.0,91.0,0.0,Arizona
401.0,2020-03-25,6.0,75.0,0.0,Arizona
508.0,2020-03-26,8.0,107.0,0.0,Arizona
2.0,2020-01-26,0.0,,0.0,California
2.0,2020-01-27,0.0,0.0,0.0,California
2.0,2020-01-28,0.0,0.0,0.0,California
2.0,2020-01-29,0.0,0.0,0.0,California
2.0,2020-01-30,0.0,0.0,0.0,California
2.0,2020-01-31,0.0,0.0,0.0,California
3.0,2020-02-01,0.0,1.0,0.0,California
3.0,2020-02-02,0.0,0.0,0.0,California
6.0,2020-02-03,0.0,3.0,0.0,California
6.0,2020-02-04,0.0,0.0,0.0,California
6.0,2020-02-05,0.0,0.0,0.0,California
6.0,2020-02-06,0.0,0.0,0.0,California
6.0,2020-02-07,0.0,0.0,0.0,California
6.0,2020-02-08,0.0,0.0,0.0,California
6.0,2020-02-09,0.0,0.0,0.0,California
6.0,2020-02-10,0.0,0.0,0.0,California
7.0,2020-02-11,0.0,1.0,0.0,California
7.0,2020-02-12,0.0,0.0,0.0,California
8.0,2020-02-13,0.0,1.0,0.0,California
8.0,2020-02-14,0.0,0.0,0.0,California
8.0,2020-02-15,0.0,0.0,0.0,California
8.0,2020-02-16,0.0,0.0,0.0,California
8.0,2020-02-17,0.0,0.0,0.0,California
8.0,2020-02-18,0.0,0.0,0.0,California
8.0,2020-02-19,0.0,0.0,0.0,California
8.0,2020-02-20,0.0,0.0,0.0,California
15.0,2020-02-21,0.0,7.0,2.0,California
10.0,2020-02-22,0.0,0.0,2.0,California
10.0,2020-02-23,0.0,0.0,2.0,California
10.0,2020-02-24,0.0,0.0,2.0,California
10.0,2020-02-25,0.0,0.0,2.0,California
10.0,2020-02-26,0.0,0.0,2.0,California
11.0,2020-02-27,0.0,1.0,2.0,California
11.0,2020-02-28,0.0,0.0,2.0,California
12.0,2020-02-29,0.0,1.0,2.0,California
12.0,2020-03-01,0.0,0.0,2.0,California
21.0,2020-03-02,0.0,9.0,2.0,California
25.0,2020-03-03,0.0,4.0,2.0,California
35.0,2020-03-04,1.0,10.0,2.0,California
51.0,2020-03-05,1.0,16.0,2.0,California
59.0,2020-03-06,1.0,8.0,2.0,California
82.0,2020-03-07,1.0,23.0,2.0,California
98.0,2020-03-08,1.0,16.0,2.0,California
104.0,2020-03-09,1.0,6.0,2.0,California
144.0,2020-03-10,2.0,40.0,2.0,California
177.0,2020-03-11,3.0,33.0,2.0,California
221.0,2020-03-12,4.0,44.0,6.0,California
282.0,2020-03-13,4.0,61.0,6.0,California
340.0,2020-03-14,5.0,58.0,6.0,California
426.0,2020-03-15,6.0,86.0,6.0,California
557.0,2020-03-16,7.0,131.0,6.0,California
698.0,2020-03-17,12.0,141.0,6.0,California
751.0,2020-03-18,13.0,53.0,0.0,California
952.0,2020-03-19,18.0,201.0,0.0,California
1177.0,2020-03-20,23.0,225.0,0.0,California
1364.0,2020-03-21,24.0,187.0,0.0,California
1646.0,2020-03-22,30.0,282.0,0.0,California
2108.0,2020-03-23,39.0,462.0,0.0,California
2538.0,2020-03-24,50.0,430.0,0.0,California
2998.0,2020-03-25,65.0,460.0,0.0,California
3899.0,2020-03-26,81.0,901.0,0.0,California
1.0,2020-02-01,0.0,,0.0,Massachusetts
1.0,2020-02-02,0.0,0.0,0.0,Massachusetts
1.0,2020-02-03,0.0,0.0,0.0,Massachusetts
1.0,2020-02-04,0.0,0.0,0.0,Massachusetts
1.0,2020-02-05,0.0,0.0,0.0,Massachusetts
1.0,2020-02-06,0.0,0.0,0.0,Massachusetts
1.0,2020-02-07,0.0,0.0,0.0,Massachusetts
1.0,2020-02-08,0.0,0.0,0.0,Massachusetts
1.0,2020-02-09,0.0,0.0,0.0,Massachusetts
1.0,2020-02-10,0.0,0.0,0.0,Massachusetts
1.0,2020-02-11,0.0,0.0,0.0,Massachusetts
1.0,2020-02-12,0.0,0.0,0.0,Massachusetts
1.0,2020-02-13,0.0,0.0,0.0,Massachusetts
1.0,2020-02-14,0.0,0.0,0.0,Massachusetts
1.0,2020-02-15,0.0,0.0,0.0,Massachusetts
1.0,2020-02-16,0.0,0.0,0.0,Massachusetts
1.0,2020-02-17,0.0,0.0,0.0,Massachusetts
1.0,2020-02-18,0.0,0.0,0.0,Massachusetts
1.0,2020-02-19,0.0,0.0,0.0,Massachusetts
1.0,2020-02-20,0.0,0.0,0.0,Massachusetts
1.0,2020-02-21,0.0,0.0,0.0,Massachusetts
1.0,2020-02-22,0.0,0.0,0.0,Massachusetts
1.0,2020-02-23,0.0,0.0,0.0,Massachusetts
1.0,2020-02-24,0.0,0.0,0.0,Massachusetts
1.0,2020-02-25,0.0,0.0,0.0,Massachusetts
1.0,2020-02-26,0.0,0.0,0.0,Massachusetts
1.0,2020-02-27,0.0,0.0,0.0,Massachusetts
1.0,2020-02-28,0.0,0.0,1.0,Massachusetts
1.0,2020-02-29,0.0,0.0,1.0,Massachusetts
1.0,2020-03-01,0.0,0.0,1.0,Massachusetts
1.0,2020-03-02,0.0,0.0,1.0,Massachusetts
2.0,2020-03-03,0.0,1.0,1.0,Massachusetts
2.0,2020-03-04,0.0,0.0,1.0,Massachusetts
2.0,2020-03-05,0.0,0.0,1.0,Massachusetts
7.0,2020-03-06,0.0,5.0,1.0,Massachusetts
7.0,2020-03-07,0.0,0.0,1.0,Massachusetts
24.0,2020-03-08,0.0,17.0,1.0,Massachusetts
24.0,2020-03-09,0.0,0.0,1.0,Massachusetts
92.0,2020-03-10,0.0,68.0,1.0,Massachusetts
95.0,2020-03-11,0.0,3.0,1.0,Massachusetts
108.0,2020-03-12,0.0,13.0,1.0,Massachusetts
123.0,2020-03-13,0.0,15.0,1.0,Massachusetts
138.0,2020-03-14,0.0,15.0,1.0,Massachusetts
164.0,2020-03-15,0.0,26.0,1.0,Massachusetts
197.0,2020-03-16,0.0,33.0,1.0,Massachusetts
218.0,2020-03-17,0.0,21.0,1.0,Massachusetts
218.0,2020-03-18,0.0,0.0,0.0,Massachusetts
328.0,2020-03-19,0.0,110.0,0.0,Massachusetts
413.0,2020-03-20,1.0,85.0,0.0,Massachusetts
525.0,2020-03-21,1.0,112.0,0.0,Massachusetts
646.0,2020-03-22,5.0,121.0,0.0,Massachusetts
777.0,2020-03-23,9.0,131.0,0.0,Massachusetts
1159.0,2020-03-24,11.0,382.0,0.0,Massachusetts
1838.0,2020-03-25,15.0,679.0,0.0,Massachusetts
2417.0,2020-03-26,25.0,579.0,0.0,Massachusetts
1.0,2020-02-05,0.0,,0.0,Wisconsin
1.0,2020-02-06,0.0,0.0,0.0,Wisconsin
1.0,2020-02-07,0.0,0.0,0.0,Wisconsin
1.0,2020-02-08,0.0,0.0,0.0,Wisconsin
1.0,2020-02-09,0.0,0.0,0.0,Wisconsin
1.0,2020-02-10,0.0,0.0,0.0,Wisconsin
1.0,2020-02-11,0.0,0.0,0.0,Wisconsin
1.0,2020-02-12,0.0,0.0,0.0,Wisconsin
1.0,2020-02-13,0.0,0.0,0.0,Wisconsin
1.0,2020-02-14,0.0,0.0,0.0,Wisconsin
1.0,2020-02-15,0.0,0.0,0.0,Wisconsin
1.0,2020-02-16,0.0,0.0,0.0,Wisconsin
1.0,2020-02-17,0.0,0.0,0.0,Wisconsin
1.0,2020-02-18,0.0,0.0,0.0,Wisconsin
1.0,2020-02-19,0.0,0.0,0.0,Wisconsin
1.0,2020-02-20,0.0,0.0,0.0,Wisconsin
1.0,2020-02-21,0.0,0.0,0.0,Wisconsin
1.0,2020-02-22,0.0,0.0,0.0,Wisconsin
1.0,2020-02-23,0.0,0.0,0.0,Wisconsin
1.0,2020-02-24,0.0,0.0,0.0,Wisconsin
1.0,2020-02-25,0.0,0.0,0.0,Wisconsin
1.0,2020-02-26,0.0,0.0,0.0,Wisconsin
1.0,2020-02-27,0.0,0.0,0.0,Wisconsin
1.0,2020-02-28,0.0,0.0,0.0,Wisconsin
1.0,2020-02-29,0.0,0.0,0.0,Wisconsin
1.0,2020-03-01,0.0,0.0,0.0,Wisconsin
1.0,2020-03-02,0.0,0.0,0.0,Wisconsin
1.0,2020-03-03,0.0,0.0,1.0,Wisconsin
1.0,2020-03-04,0.0,0.0,1.0,Wisconsin
1.0,2020-03-05,0.0,0.0,1.0,Wisconsin
1.0,2020-03-06,0.0,0.0,1.0,Wisconsin
1.0,2020-03-07,0.0,0.0,1.0,Wisconsin
1.0,2020-03-08,0.0,0.0,1.0,Wisconsin
1.0,2020-03-09,0.0,0.0,1.0,Wisconsin
3.0,2020-03-10,0.0,2.0,1.0,Wisconsin
6.0,2020-03-11,0.0,3.0,1.0,Wisconsin
8.0,2020-03-12,0.0,2.0,1.0,Wisconsin
19.0,2020-03-13,0.0,11.0,1.0,Wisconsin
27.0,2020-03-14,0.0,8.0,1.0,Wisconsin
32.0,2020-03-15,0.0,5.0,1.0,Wisconsin
47.0,2020-03-16,0.0,15.0,1.0,Wisconsin
72.0,2020-03-17,0.0,25.0,1.0,Wisconsin
92.0,2020-03-18,0.0,20.0,0.0,Wisconsin
159.0,2020-03-19,0.0,67.0,0.0,Wisconsin
207.0,2020-03-20,3.0,48.0,0.0,Wisconsin
282.0,2020-03-21,4.0,75.0,0.0,Wisconsin
381.0,2020-03-22,4.0,99.0,0.0,Wisconsin
425.0,2020-03-23,5.0,44.0,0.0,Wisconsin
481.0,2020-03-24,5.0,56.0,0.0,Wisconsin
621.0,2020-03-25,7.0,140.0,0.0,Wisconsin
728.0,2020-03-26,10.0,107.0,0.0,Wisconsin
1.0,2020-02-13,0.0,,0.0,Texas
1.0,2020-02-14,0.0,0.0,0.0,Texas
1.0,2020-02-15,0.0,0.0,0.0,Texas
1.0,2020-02-16,0.0,0.0,0.0,Texas
1.0,2020-02-17,0.0,0.0,0.0,Texas
1.0,2020-02-18,0.0,0.0,0.0,Texas
1.0,2020-02-19,0.0,0.0,0.0,Texas
1.0,2020-02-20,0.0,0.0,0.0,Texas
3.0,2020-02-21,0.0,2.0,0.0,Texas
1.0,2020-02-22,0.0,0.0,0.0,Texas
1.0,2020-02-23,0.0,0.0,0.0,Texas
1.0,2020-02-24,0.0,0.0,0.0,Texas
1.0,2020-02-25,0.0,0.0,0.0,Texas
1.0,2020-02-26,0.0,0.0,0.0,Texas
1.0,2020-02-27,0.0,0.0,0.0,Texas
1.0,2020-02-28,0.0,0.0,0.0,Texas
1.0,2020-02-29,0.0,0.0,0.0,Texas
1.0,2020-03-01,0.0,0.0,0.0,Texas
1.0,2020-03-02,0.0,0.0,0.0,Texas
1.0,2020-03-03,0.0,0.0,0.0,Texas
1.0,2020-03-04,0.0,0.0,0.0,Texas
4.0,2020-03-05,0.0,3.0,0.0,Texas
5.0,2020-03-06,0.0,1.0,0.0,Texas
9.0,2020-03-07,0.0,4.0,0.0,Texas
12.0,2020-03-08,0.0,3.0,0.0,Texas
14.0,2020-03-09,0.0,2.0,0.0,Texas
13.0,2020-03-10,0.0,0.0,0.0,Texas
21.0,2020-03-11,0.0,8.0,0.0,Texas
27.0,2020-03-12,0.0,6.0,0.0,Texas
43.0,2020-03-13,0.0,16.0,0.0,Texas
57.0,2020-03-14,0.0,14.0,0.0,Texas
72.0,2020-03-15,0.0,15.0,0.0,Texas
85.0,2020-03-16,0.0,13.0,0.0,Texas
110.0,2020-03-17,1.0,25.0,0.0,Texas
173.0,2020-03-18,3.0,63.0,0.0,Texas
260.0,2020-03-19,5.0,87.0,0.0,Texas
394.0,2020-03-20,5.0,134.0,0.0,Texas
581.0,2020-03-21,5.0,187.0,0.0,Texas
643.0,2020-03-22,7.0,62.0,0.0,Texas
758.0,2020-03-23,9.0,115.0,0.0,Texas
955.0,2020-03-24,12.0,197.0,0.0,Texas
1229.0,2020-03-25,15.0,274.0,0.0,Texas
1563.0,2020-03-26,21.0,334.0,0.0,Texas
11.0,2020-02-21,0.0,,0.0,Nebraska
1.0,2020-03-06,0.0,0.0,0.0,Nebraska
1.0,2020-03-07,0.0,0.0,0.0,Nebraska
1.0,2020-03-08,0.0,0.0,0.0,Nebraska
3.0,2020-03-09,0.0,2.0,0.0,Nebraska
3.0,2020-03-10,0.0,0.0,0.0,Nebraska
5.0,2020-03-11,0.0,2.0,0.0,Nebraska
10.0,2020-03-12,0.0,5.0,0.0,Nebraska
13.0,2020-03-13,0.0,3.0,0.0,Nebraska
14.0,2020-03-14,0.0,1.0,0.0,Nebraska
17.0,2020-03-15,0.0,3.0,0.0,Nebraska
18.0,2020-03-16,0.0,1.0,0.0,Nebraska
21.0,2020-03-17,0.0,3.0,0.0,Nebraska
24.0,2020-03-18,0.0,3.0,0.0,Nebraska
29.0,2020-03-19,0.0,5.0,0.0,Nebraska
37.0,2020-03-20,0.0,8.0,0.0,Nebraska
38.0,2020-03-21,0.0,1.0,0.0,Nebraska
51.0,2020-03-22,0.0,13.0,0.0,Nebraska
51.0,2020-03-23,0.0,0.0,0.0,Nebraska
66.0,2020-03-24,0.0,15.0,0.0,Nebraska
71.0,2020-03-25,0.0,5.0,0.0,Nebraska
74.0,2020-03-26,0.0,3.0,0.0,Nebraska
1.0,2020-02-29,0.0,,0.0,Oregon
1.0,2020-03-01,0.0,0.0,0.0,Oregon
3.0,2020-03-02,0.0,2.0,0.0,Oregon
3.0,2020-03-03,0.0,0.0,0.0,Oregon
3.0,2020-03-04,0.0,0.0,0.0,Oregon
3.0,2020-03-05,0.0,0.0,0.0,Oregon
3.0,2020-03-06,0.0,0.0,0.0,Oregon
6.0,2020-03-07,0.0,3.0,0.0,Oregon
14.0,2020-03-08,0.0,8.0,0.0,Oregon
14.0,2020-03-09,0.0,0.0,0.0,Oregon
15.0,2020-03-10,0.0,1.0,0.0,Oregon
19.0,2020-03-11,0.0,4.0,0.0,Oregon
24.0,2020-03-12,0.0,5.0,0.0,Oregon
30.0,2020-03-13,0.0,6.0,0.0,Oregon
32.0,2020-03-14,0.0,2.0,0.0,Oregon
36.0,2020-03-15,1.0,4.0,0.0,Oregon
39.0,2020-03-16,1.0,3.0,0.0,Oregon
66.0,2020-03-17,1.0,27.0,0.0,Oregon
68.0,2020-03-18,2.0,2.0,0.0,Oregon
88.0,2020-03-19,3.0,20.0,0.0,Oregon
114.0,2020-03-20,3.0,26.0,0.0,Oregon
114.0,2020-03-21,5.0,0.0,0.0,Oregon
161.0,2020-03-22,5.0,47.0,0.0,Oregon
191.0,2020-03-23,5.0,30.0,0.0,Oregon
210.0,2020-03-24,8.0,19.0,0.0,Oregon
266.0,2020-03-25,10.0,56.0,0.0,Oregon
316.0,2020-03-26,11.0,50.0,0.0,Oregon
1.0,2020-03-01,0.0,,0.0,Rhode Island
2.0,2020-03-02,0.0,1.0,0.0,Rhode Island
2.0,2020-03-03,0.0,0.0,0.0,Rhode Island
2.0,2020-03-04,0.0,0.0,0.0,Rhode Island
2.0,2020-03-05,0.0,0.0,0.0,Rhode Island
2.0,2020-03-06,0.0,0.0,0.0,Rhode Island
3.0,2020-03-07,0.0,1.0,0.0,Rhode Island
3.0,2020-03-08,0.0,0.0,0.0,Rhode Island
3.0,2020-03-09,0.0,0.0,0.0,Rhode Island
3.0,2020-03-10,0.0,0.0,0.0,Rhode Island
5.0,2020-03-11,0.0,2.0,0.0,Rhode Island
5.0,2020-03-12,0.0,0.0,0.0,Rhode Island
14.0,2020-03-13,0.0,9.0,0.0,Rhode Island
20.0,2020-03-14,0.0,6.0,0.0,Rhode Island
20.0,2020-03-15,0.0,0.0,0.0,Rhode Island
21.0,2020-03-16,0.0,1.0,0.0,Rhode Island
23.0,2020-03-17,0.0,2.0,0.0,Rhode Island
33.0,2020-03-18,0.0,10.0,0.0,Rhode Island
44.0,2020-03-19,0.0,11.0,0.0,Rhode Island
54.0,2020-03-20,0.0,10.0,0.0,Rhode Island
66.0,2020-03-21,0.0,12.0,0.0,Rhode Island
83.0,2020-03-22,0.0,17.0,0.0,Rhode Island
106.0,2020-03-23,0.0,23.0,0.0,Rhode Island
124.0,2020-03-24,0.0,18.0,0.0,Rhode Island
132.0,2020-03-25,0.0,8.0,0.0,Rhode Island
165.0,2020-03-26,0.0,33.0,0.0,Rhode Island
2.0,2020-03-02,0.0,,0.0,Florida
3.0,2020-03-03,0.0,1.0,0.0,Florida
3.0,2020-03-04,0.0,0.0,0.0,Florida
4.0,2020-03-05,0.0,1.0,0.0,Florida
4.0,2020-03-06,0.0,0.0,0.0,Florida
8.0,2020-03-07,0.0,4.0,0.0,Florida
11.0,2020-03-08,2.0,3.0,0.0,Florida
14.0,2020-03-09,2.0,3.0,0.0,Florida
15.0,2020-03-10,2.0,1.0,0.0,Florida
28.0,2020-03-11,2.0,13.0,0.0,Florida
35.0,2020-03-12,2.0,7.0,0.0,Florida
50.0,2020-03-13,2.0,15.0,0.0,Florida
76.0,2020-03-14,3.0,26.0,0.0,Florida
115.0,2020-03-15,4.0,39.0,0.0,Florida
155.0,2020-03-16,5.0,40.0,0.0,Florida
216.0,2020-03-17,6.0,61.0,0.0,Florida
314.0,2020-03-18,7.0,98.0,0.0,Florida
417.0,2020-03-19,9.0,103.0,0.0,Florida
563.0,2020-03-20,10.0,146.0,0.0,Florida
659.0,2020-03-21,13.0,96.0,0.0,Florida
1004.0,2020-03-22,13.0,345.0,0.0,Florida
1227.0,2020-03-23,18.0,223.0,0.0,Florida
1412.0,2020-03-24,18.0,185.0,0.0,Florida
1682.0,2020-03-25,23.0,270.0,0.0,Florida
2357.0,2020-03-26,29.0,675.0,0.0,Florida
1.0,2020-03-02,0.0,,0.0,New Hampshire
